"page","top","left","src","ocr","matched"
"19","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_13.jpg","FIFA WORLD UP Futo",""
"19","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_14.jpg","FIFA GERVANE KASTANEER 9-6-1996 1 1,89111 1 80kg PERSIS SOLO FC (ION)",""
"19","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_6.jpg","FIFA KENJI GORRÉ 29-9-1994 | 1,74m I n kg MACCABI HAIFA FC (ISH)",""
"19","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_4.jpg","JÜRGEN LOCADIA 7-11-1993 1 1,92111 1 87kg MIAMI FC (USA)","HOST CITY MIAMI"
"19","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_12.jpg","ELOV ROOM 6-2-1989 1 189m 1 81 kg MIAMI FC(USA)","HOST CITY MIAMI"
"19","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_5.jpg","FIFA JURIÉN GAARI 23-12-1993 1 1.83m 75kg",""
"19","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_9.jpg","SHURANDV SAMBO 19-8-2001 1 1,74 m 1 70kg",""
"19","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_8.jpg","SHEREL FLORANUS 23-8-1998 | 1,81m 1 74 kg PEC ZWOLLE (NED)","CUW 3"
"19","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_3.jpg","JUNINHO BACUNA 7-8-1997 1 1,78m 1 74kg GAZIANTEP FK (TUR)","CUW 7"
"19","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_11.jpg","ARMANDO OBISPO 5-3-1999 | 1,84m 1 79kg psu EINDHOVEN (NEOI","CUW 2"
"19","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_2.jpg","FIFA JOSHUA BRENET 20-3-1994 | 1,81m 1 74kg LIVINGSTON",""
"19","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_7.jpg","ROSHON VAN EIJMA 9-6-1998 1 1,86rn 1 80 kg RKC WAALWIJK (NED)","CUW 4"
"19","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_10.jpg","FIFA SONTJE HANSEN 18-5-2002 | 1,73m 1 70kg MIDDLESBROUGH FC (ENG)","CUW 11"
"19","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_1.jpg","FIFA JEREMV ANTONISSE 29-3-2002 1 L84m 1 78kg AE KIFISIA (GRE)",""
"19","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_15.jpg","GODFRIED ROEMERATOE 19-,8-1999 | 1 73kg RKC WAALWIJK (NED)",""
"19","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-19_16.jpg","JEARL MARGARITHA 10-4-2000 1 181 m 1 73kg KSK BEVEREN (BEL)",""
"20","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-0-0.jpg","FIFA WORLD CUP 2026,",""
"20","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-0-1.jpg","",""
"20","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-0-2.jpg","FIFA marathorv HERNÁN GALÍNDEZ 30-3-1987 1 1,90 m 1 90 kg CLUB ATLÉTICO HURACÁN (ARG)","ECU 1"
"20","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-0-3.jpg","FIFA marathon GONZALO VALLE 28-2-1996 | 1,85m 1 85kg LOU ECU)",""
"20","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-1-0.jpg","locerhon ENNER VALENCIA 4-11-1989 1 1,nm 1 76kg CF PACHUCA (MEX)","ECU 11"
"20","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-1-1.jpg","meathon 100 KEVIN RODRÍGUEZ 4-3-2000 1 1 83 kg ROYALE UNION SAINT-GILLOISE (BEL)","ESP 5"
"20","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-1-2.jpg","FIFA moathon 100 ALAN MINDA 14-5-2003 | l,nm 1 67 kg CERCLE BRUGGE KSV (BEL)",""
"20","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-1-3.jpg","FIFA / Carathon NILSON ANGULO 19-6-2003 1 1 65kg RSC ANDERLECHT (BEO",""
"20","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-2-0.jpg","FIFA Copathon -100 GONZALO PLATA 1-11-2000 1 L78m 1 65kg","ECU 10"
"20","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-2-1.jpg","FIFA thOn LEONARDO CAMPANA 247-2080 1 1,85m 1 74kg NEW ENGLAND REVOLUTION (USA)",""
"20","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-2-2.jpg","FIFA arathon 100 PEDRO VITE 9-3-2002 1 1,73rn 1 69kg PUMAS UNAM(MEX)","ECU 9"
"20","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-2-3.jpg","FIFA marathon KENDRV PÁEZ 4-5-2887 1 L78m 1 73 kg",""
"20","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-3-0.jpg","FIFA marathon 100 ALAN FRANCO 21-8-1998 1 L76rn 1 67kg CLUBE ATLÉTICO MINEIRO (BRA)","ECU 8"
"20","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-3-1.jpg","grathon MOISÉS CAICEDO 2-11-2001 1 1,78r-n 1 73kg CHELSEA FC (ENGI FIFA PANIXI",""
"20","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-3-2.jpg","marathon trj reo JOEL ORDÓÑEZ 214-2004 1 1 80 kg CLUB BRUGGEKV (BEL)",""
"20","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-20-3-3.jpg","FIFA venathon 100 JOHN YEBOAH 23-6-2000 1 1 70 kg VENEZIA FC (TA)",""
"21","55","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_2.jpg",".&FIFA WORLóCUP2026",""
"21","55","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_10.jpg","RAMV RABIA 20-5-1993 1 186m 1 80kg ALAIN FC(UAE)",""
"21","55","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_7.jpg","MOHAMED SALAH 15-6-1992 1 1,75m 1 71kg LIVERPOOL","EGY 9"
"21","55","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_3.jpg","FIFA KHALED SOBRI 4-5-1995 1 187m 1 82kg AL MASRY SC (EGY)",""
"21","331","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_5.jpg","MOHAMED HAMDV 15-3-1995 1 1,74m 1 72kg PVRAMIDSFC(EGV)",""
"21","331","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_9.jpg","FIFA OMAR MARMOUSH 7-2-1999 1 1,83m 81kg PANIMI","EGY 8"
"21","331","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_4.jpg","n KHALED SOBRI 4-5-1995 1 1 82kg AL MASRY SC (EGY)",""
"21","331","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_6.jpg","MOHAMED ELSHENAWV 18-12-1988 1 1 85kg AL AHLV FC (EGV)",""
"21","608","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_1.jpg","n FIFA AHMED FATOUH 22-3-1998 1 1,78m 1 70 kg ZAMALEK SC (EGV)",""
"21","608","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_8.jpg","MOHANAD LASHEEN 29-5-1996 | 1,79 m | 72 kg PVRAMIDS FC (EGV) FIFA PANI*I",""
"21","608","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_11.jpg","TREZEGUET 1-10-1994 | 180m 1 71kg AL AHLY FC (EGY)","EGY 11"
"21","608","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_12.jpg","KELME MOHAMMAD ABU HASHISH 9-5-1995 1 1,78m 1 74kg AL-KARMA SC (IRO)","JOR 2"
"21","884","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_13.jpg","YAZAN AL-ARAB 31-1-1996 1 1 87kg SEOUL (KOR)","JOR 3"
"21","884","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_15.jpg","HAKAN ÇALHANOCW 8-2-1994 1 1,78m 1 77kg FCINTERNAZIONALEMILANO(ITA)",""
"21","884","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_14.jpg","FERDi KADIOCLU 7-10-1999 1 1,74m 1 BRIGHTON & HOVE ALBION (ENG)",""
"21","884","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-21_16.jpg","iSMAiL VÜKSEK 26-1-1999 1 1,83111 1 75 kg FENERBAHÇE SK(TUR)",""
"22","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_8.jpg","FIFAWO Lb up 9C OTL,M/ô 26",""
"22","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_4.jpg","SCOTT MCKENNA 12-11-1996 | 1,89tn | 73 kg GNK DINAMO ZAGREB (CAO)",""
"22","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_6.jpg","ANGUS GUNN 22-1-1996 1 1,96111 1 77 kg NOTTINGHAM FOREST FC (ENG)","SCO 1"
"22","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_11.jpg","FIFA JOHN McGiNN 18-10-1994 1 1,78m 1 68 kg ASTON VILLA FC (ENG)","SCO 9"
"22","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_12.jpg","JOHN SOUTTAR 25-9-1996 | | 75 kg RANGERSFC(SCO)","SCO 4"
"22","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_2.jpg","LYNDON DVKES 7-10-1995 1 188m 1 84kg BINGHAM FC (ENG)",""
"22","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_1.jpg","LEWIS FERGUSON 24-8-1999 1 1,81m 1 73kg BOLOGNA FC 1909 (ITA)","SCO 7"
"22","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_7.jpg","ANTHONY RALSTON 16-11-1998 1 1 73 kg CELTIC FC",""
"22","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_9.jpg","GRANT HANLEV 20-11-1991 1 1,88111 1 76 kg HIBERNIAN FC",""
"22","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_3.jpg","RYAN CHRISTIE 22-2-1995 1 178 m 1 70 kg","SCO 8"
"22","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_13.jpg","FIFA KENW MCLEAN 8-1-1992 | 1,83m 1 70kg NORWICH FC (ENG)",""
"22","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_10.jpg","JACK HENDRV 7-5-1995 1 1,92m 1 77kg AL-ETTIFAO CLUB (KSA)",""
"22","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-22_5.jpg","SCOTT McTOMlNAV 8-12-1996 1 1 88kg SSCNAPOLI(ITA)",""
"23","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-0-0.jpg","FIFA WORLD CUP",""
"23","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-0-1.jpg","",""
"23","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-0-2.jpg","UNAI SIMÓN 11-6-1997 1 1 79kg",""
"23","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-0-3.jpg","FIFA LAMINE YAMAL 13-7-2887 1 1 72kg FC BARCELONA (ESPI","ESP 9"
"23","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-1-0.jpg","FERRAN TORRES 29-2-2000 1 182m 1 80kg BARCELONA (ESP)",""
"23","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-1-1.jpg","FIFA NICO WILLIAMS 12-7-2002 | 1.82m 1 67kg","ESP 10"
"23","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-1-2.jpg","DANI OLMO 7-5-1998 1 1 73kg FC BARCELONA (ESP) FIFA PANI* 1",""
"23","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-1-3.jpg","FIFA ÁLVARO MORATA 23-10-1992 1 190 m 1 83 kg COMO",""
"23","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-2-0.jpg","FIFA MIKEL OYARZABAL 21-4-1997 | 1,81m 1 79kg REAL SOCIEDAD DE FÚTBOL (ESPI","ESP 11"
"23","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-2-1.jpg","FIFA MIKEL MERINO 22-6-1996 1 1 83kg ARSENAL FC",""
"23","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-2-2.jpg","FIFA FABIÁN RUIZ 3-4-1996 1 1,8911 1 70kg","ESP 8"
"23","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-2-3.jpg","FIFA PEDRI 25-11-2032 1 174m 1 68kg FCBARCELONAIESPI","ESP 7"
"23","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-3-0.jpg","FIFA RODRI 22-6-1996 1 L91m 1 82kg MANCHESTER CITV","ESP 5"
"23","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-3-1.jpg","MARTÍN ZUBIMENDI 2-2-1999 1 1 74kg ARSENAL FC (ENG)","ESP 6"
"23","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-3-2.jpg","FIFA MARC CUCURELLA 22-7-1998 1 1,74m 1 68 kg CHELSEA","ESP 4"
"23","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-23-3-3.jpg","FIFA DANI CARVAJAL 11-1-1992 1 1,73rn 1 73kg REAL MADRID CF",""
"24","48","31","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-24_1.jpg","PEDRO PORRO 13-9-1999 | 173rn I n kg TOTTENHAM HOTSPUR FC (ENG) DEAN HUIJSEN 14-4-2ee5 1 1 88kg REAL MADRID CF (ESP) FIFA AYMERIC LAPORTE 27-5-1994 | 1 86kg ATHLETIC CLUB (ESPI ROBIN LE NORMAND 11-11-1996 1 1 80 kg ATLÉTICO DE MADRID (ESPI","ESP 2"
"24","599","31","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-24_2.jpg","FIFA FIFA FIFA IBRAHIMA KONATÉ 25+1999 1 194 m 1 95kg LIVERPOOL FC (ENG) JULES KOUNDÉ 12-11-1998 1 1,80m 1 75kg FC BARCELONA (ESPI WILLIAM SALIBA 24-3-2001 | 182m 1 92kg ARSENAL FC (ENGI THÉO HERNÁNDEZ 6-10-1997 1 1 81 kg AL SAUDI CLUB","FRA 2"
"25","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_8.jpg","FIFA WORLD CUP",""
"25","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_16.jpg","FIFA LISB WESTON MCKENNIE 28-8-1998 1 1 86kg JUVENTUS(ITA)","USA 6"
"25","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_9.jpg","FOLARIN BALOGUN 3-7-2001 1 1 66kg AS MONACO (FRA)","USA 11"
"25","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_7.jpg","DIEGO LUNA 7-9-2003 1 1 84kg REAL SALT LAKE (USA)",""
"25","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_6.jpg","usp CRISTIAN ROLDAN 3-6-1995 L72m 1 75kg SEATTLE SOUNDERS FC (USA)","HOST CITY SEATTLE"
"25","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_5.jpg","CHRISTIAN PULISIC 18-9-1998 1 1 73kg AC MILAN (ITA)","USA 9"
"25","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_4.jpg","n CHRIS RICHARDS 28-3-2000 1 1 87 kg CRVSTAL PALACE FC (ENG)","USA 2"
"25","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_3.jpg","FIFA usg BRENDEN AARONSON 22-10-2000 L78m 1 70kg LEEDS UNITED (ENG)","USA 10"
"25","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_2.jpg","n ANTONEE ROBINSON 8-8-1997 1 1 70kg",""
"25","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_1.jpg","FIFA ALEX FREEMAN 9-8-2004 1 1,88m 1 82 kg ORLANDO CITY SC (USA)",""
"25","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_14.jpg","FIFA TIMOTHY WEAH 22-2-2000 1 1,83 m 1 66 kg OLVMPIOUE DE MARSEILLE IFRA)","USA 7"
"25","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_13.jpg","FIFA TANNER TESSMANN 24-9-2001 1 1 86kg",""
"25","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_12.jpg","FIFA RICARDO PEPI 9-1-2003 1 1,85 m 1 74 kg psv EINDHOVEN (NED)",""
"25","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_10.jpg","MARK MCKENZIE 25-2-1999 1,84m 1 83kg TOULOUSE FC","USA 4"
"25","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_15.jpg","FIFA TYLER ADAMS 14-2-1999 1 1,75111 1 72kg AFC BOURNEMOUTH IENG)","USA 5"
"25","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-25_11.jpg","FIFA usp MATT FREESE NEW CITYFC (USA)","USA 1"
"26","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-0-0.jpg","FIFA WORLD cup 2026 FRANCE",""
"26","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-0-1.jpg","",""
"26","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-0-2.jpg","FIFA MIKE MAIGNAN 3-7-1995 1 1,91m 1 91 kg AC CITA)","FRA 1"
"26","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-0-3.jpg","FIFA KWAN MBAPPÉ 20-12-1998 1 1 82kg REAL",""
"26","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-1-0.jpg","HUGO EKITIKÉ 20-6-2ee2 1 1 75kg LIVERPOOL FC(ENG)",""
"26","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-1-1.jpg","KINGSLEV COMAN",""
"26","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-1-2.jpg","FIFA DÉSIRÉ DOUÉ PARIS",""
"26","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-1-3.jpg","FIFA BRADLEV BARCOLA 2-9-0021 1,62m 1 73kg PARIS SAINT.GERMAIN FC (FRA)",""
"26","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-2-0.jpg","OIJSMANE DEMBÉLÉ 67kg S SAINT-GERMAINFC(FRA)",""
"26","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-2-1.jpg","ADRIEN RABIOT 3-4-1995 1 1 72kg AC MILAN (ITA)",""
"26","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-2-2.jpg","FIFA MANU KONÉ 17-5-2ee1 1 1 77kg AS ROMA(ITA)",""
"26","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-2-3.jpg","FIFA EDUARDO CAMAVINGA 10-11-2002 1 1 76kg REAL MADRID CF (ENGI","FRA 6"
"26","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-3-0.jpg","FIFA AUR LIEN TCHOUAMÉNI 27-1-2000 1 185m 1 80kg REAL MADRID CHESPI",""
"26","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-3-1.jpg","FIFA MICHAEL OLISE 12-12-2001 | 1,78 m 1 71 kg FC BAYERN MÜNCHEN (GER)",""
"26","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-3-2.jpg","FIFA LUCAS DIGNE 20-7-1993 1 1,78m 1 74kg ASTON VILLA FC (ENGI",""
"26","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-26-3-3.jpg","FIFA DAVOT UPAMECANO 27-10-1998 1 1,85m 1 79kg FC BAYERN MÜNCHEN (GER)",""
"27","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_15.jpg","PAZMI",""
"27","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_10.jpg","ALEXANDER DJIKU 9-8-1994 | 1,82m 1 81kg FC SPARTAK MOSKVA (RUS)","GHA 3"
"27","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_9.jpg","ABDUL ISSAHAKU FATAWU 8-3-2004 | 1,78111 | 73kg LEICESTER CITY FC (ENG)","GHA 7"
"27","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_16.jpg","IÑAKI WILLIAMS 15-6-1994 1 1 79kg ATHLETIC CLUB (ESP)",""
"27","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_11.jpg","AUDU SEIDU 4-6-2000 1 1 68kg STADE RENNAIS FC (FRAI",""
"27","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_7.jpg","FIFA TABIO LAMPTEV 30-9-2000 1 1 69kg ACF FIORENTINA",""
"27","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_6.jpg","FIFA SALIS ABDUL SAMED 26-3-2000 1 1,79m 1 69 kg OGCNICE(FRA)",""
"27","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_8.jpg","THOMAS PARTEV 13-6-1993 1 1 73kg VILLARREAL CF (ESP)",""
"27","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_14.jpg","FIFA HANA",""
"27","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_5.jpg","FIFA OSMAN BUKARI 13-12-1998 | | 68 kg WIDZEW (POL)",""
"27","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_3.jpg","KAMALDEEN SULEMANA 15-2-2002 1 1,74 m 1 70kg ATALANTA (ITA)","GHA 9"
"27","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_1.jpg","IÑAKI WILLIAMS 15-6-1994 1 L86m | 79 kg",""
"27","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_4.jpg","c; MOHAMMED SALISU 174-1999 | | 82 kg AS MONACO (FRA)",""
"27","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_2.jpg","FIFA JOSEPH PAINTSIL 1-2-1998 | 1,70m 1 69kg LA GALAXY (USA)",""
"27","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_13.jpg","CALEB VIRENKVI 15-1-2006 1 1,82111 1 73kg FC NORDSJmLANO (DEN)",""
"27","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-27_12.jpg","ANTOINE SEMENVO 7-1-2000 1 1 70kg MANCHESTER CITV (ENG) n PAZIZI",""
"28","78","30","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_15.jpg","FIO WORLD CUP 2026 HAITI",""
"28","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_16.jpg","HANNES DELCROIX 28-2-1999 1 183m 1 78kg FC LUGANO (SUI)",""
"28","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_8.jpg","SAETA RICARDO ADÉ 21-5-1990 1 m 1 79kg LOU QUITO (ECU)",""
"28","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_4.jpg","FIFA JOSUÉ CASIMIR 24-9-2001 1 1 68 kg AJ AUXERRE (FRA)",""
"28","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_12.jpg","SAETA DERRICK ETIENNE JR. 25-11-1996 1 1,78111 1 77kg TORONTO FC (CAN)","HOST CITY TORONTO"
"28","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_13.jpg","DUCKENS NAZON 7-4-1994 | 1,81 m | 82 kg ESTEGHLAL FC (IRN)","HAI 10"
